spice,area,cca3,continent,production,consumption
Nutmeg/Mace/Cardamom,Zambia,ZMB,Africa,0.0,2.1
Nutmeg/Mace/Cardamom,Zimbabwe,ZWE,Africa,0.0,2.5
Pepper,Afghanistan,AFG,Asia,0.0,-133.1
Pepper,Albania,ALB,Europe,0.0,80.9
Pepper,Algeria,DZA,Africa,0.0,1562.2
Pepper,Angola,AGO,Africa,0.0,41.1
Pepper,Antigua and Barbuda,ATG,North America,0.0,69.8
Pepper,Argentina,ARG,South America,0.0,1687.7
Pepper,Armenia,ARM,Asia,0.0,255.5
Pepper,Australia,AUS,Oceania,0.0,3286.0
Pepper,Austria,AUT,Europe,0.0,2087.3
Pepper,Azerbaijan,AZE,Asia,0.0,385.0
Pepper,Bahamas,BHS,North America,0.0,188.6
Pepper,Bahrain,BHR,Asia,0.0,504.3
Pepper,Bangladesh,BGD,Asia,0.0,-307.6
Pepper,Barbados,BRB,North America,0.0,109.7
Pepper,Belarus,BLR,Europe,0.0,16.3
Pepper,Belgium,BEL,Europe,0.0,1012.7
Pepper,Belize,BLZ,North America,0.0,5.5
Pepper,Benin,BEN,Africa,183.2,245.2
Pepper,Bhutan,BTN,Asia,0.0,2.9
Pepper,Bolivia (Plurinational State of),BOL,South America,27.2,132.3
Pepper,Bosnia and Herzegovina,BIH,Europe,0.0,180.2
Pepper,Botswana,BWA,Africa,0.0,43.1
Pepper,Brazil,BRA,South America,126548.0,46718.2
Pepper,Brunei Darussalam,BRN,Asia,28.6,105.4
Pepper,Bulgaria,BGR,Europe,0.0,398.4
Pepper,Burkina Faso,BFA,Africa,73836.2,74013.6
Pepper,Burundi,BDI,Africa,0.0,0.3
Pepper,Cabo Verde,CPV,Africa,0.0,31.4
Pepper,Cambodia,KHM,Asia,2505.1,1649.5
Pepper,Cameroon,CMR,Africa,98.3,152.3
Pepper,Canada,CAN,North America,0.0,7344.3
Pepper,Chad,TCD,Africa,0.0,1.0
Pepper,Chile,CHL,South America,0.0,342.7
Pepper,"China, Hong Kong SAR",HKG,Asia,0.0,766.5
Pepper,"China, Macao SAR",MAC,Asia,222.3,259.3
Pepper,"China, mainland",CHN,Asia,33908.9,39039.4
Pepper,"China, Taiwan Province of",TWN,Asia,0.0,3256.2
Pepper,Colombia,COL,South America,0.0,566.3
Pepper,Comoros,COM,Africa,0.0,12.0
Pepper,Congo,COG,Africa,0.0,37.6
Pepper,Cook Islands,COK,Oceania,0.0,3.0
Pepper,Costa Rica,CRI,North America,1663.7,2110.2
Pepper,Côte d'Ivoire,CIV,Africa,246.4,564.6
Pepper,Croatia,HRV,Europe,0.0,564.8
Pepper,Cuba,CUB,North America,0.0,57.8
Pepper,Cyprus,CYP,Europe,0.0,277.0
Pepper,Czechia,CZE,Europe,0.0,1141.0
Pepper,Democratic People's Republic of Korea,PRK,Asia,0.0,478.2
Pepper,Democratic Republic of the Congo,COD,Africa,0.0,-110.5
Pepper,Denmark,DNK,Europe,0.0,781.4
Pepper,Djibouti,DJI,Africa,0.0,53.6
Pepper,Dominica,DMA,North America,0.0,2.0
Pepper,Dominican Republic,DOM,North America,0.0,1091.1
Pepper,Ecuador,ECU,South America,3457.4,2851.4
Pepper,Egypt,EGY,Africa,0.0,6761.1
Pepper,El Salvador,SLV,North America,0.0,234.8
Pepper,Equatorial Guinea,GNQ,Africa,0.0,3.3
Pepper,Eritrea,ERI,Africa,0.0,0.3
Pepper,Estonia,EST,Europe,0.0,222.1
Pepper,Eswatini,SWZ,Africa,0.0,8.6
Pepper,Ethiopia,ETH,Africa,4462.9,4296.7
Pepper,Faroe Islands,FRO,Europe,0.0,4.2
Pepper,Fiji,FJI,Oceania,117.0,196.2
Pepper,Finland,FIN,Europe,0.0,530.0
Pepper,France,FRA,Europe,0.0,5898.9
Pepper,French Polynesia,PYF,Oceania,74.9,104.7
Pepper,Gabon,GAB,Africa,0.0,44.9
Pepper,Gambia,GMB,Africa,0.0,26.2
Pepper,Georgia,GEO,Asia,0.0,301.2
Pepper,Germany,DEU,Europe,0.0,7556.4
Pepper,Ghana,GHA,Africa,3763.8,5430.6
Pepper,Greece,GRC,Europe,0.0,1245.2
Pepper,Grenada,GRD,North America,187.7,209.0
Pepper,Guatemala,GTM,North America,782.6,141.6
Pepper,Guinea,GIN,Africa,0.0,24.7
Pepper,Guinea-Bissau,GNB,Africa,0.0,0.4
Pepper,Guyana,GUY,South America,343.3,331.8
Pepper,Haiti,HTI,North America,0.0,11.4
Pepper,Honduras,HND,North America,729.3,354.9
Pepper,Hungary,HUN,Europe,0.0,926.1
Pepper,Iceland,ISL,Europe,0.0,62.0
Pepper,India,IND,Asia,65739.6,85273.5
Pepper,Indonesia,IDN,Asia,70169.0,46800.7
Pepper,Iran (Islamic Republic of),IRN,Asia,0.0,2002.0
Pepper,Iraq,IRQ,Asia,48584.6,50684.7
Pepper,Ireland,IRL,Europe,0.0,1258.5
Pepper,Israel,ISR,Asia,0.0,951.2
Pepper,Italy,ITA,Europe,0.0,2738.3
Pepper,Jamaica,JAM,North America,0.0,366.0
Pepper,Japan,JPN,Asia,0.0,9442.8
Pepper,Jordan,JOR,Asia,0.0,965.7
Pepper,Kazakhstan,KAZ,Asia,0.0,1518.6
Pepper,Kenya,KEN,Africa,790.8,-652.4
Pepper,Kiribati,KIR,Oceania,0.0,0.6
Pepper,Kuwait,KWT,Asia,0.0,824.0
Pepper,Kyrgyzstan,KGZ,Asia,198.5,467.3
Pepper,Lao People's Democratic Republic,LAO,Asia,0.0,24.0
Pepper,Latvia,LVA,Europe,0.0,20.1
Pepper,Lebanon,LBN,Asia,0.0,750.1
Pepper,Lesotho,LSO,Africa,0.0,258.5
Pepper,Liberia,LBR,Africa,0.0,76.3
Pepper,Libya,LBY,Africa,0.0,1388.2
Pepper,Lithuania,LTU,Europe,0.0,367.7
Pepper,Luxembourg,LUX,Europe,0.0,51.3
Pepper,Madagascar,MDG,Africa,5016.2,125.3
Pepper,Malawi,MWI,Africa,351.1,146.4
Pepper,Malaysia,MYS,Asia,40675.3,38880.6
Pepper,Maldives,MDV,Asia,0.0,183.7
Pepper,Mali,MLI,Africa,0.0,-72.6
Pepper,Malta,MLT,Europe,0.0,50.7
Pepper,Mauritania,MRT,Africa,0.0,919.5
Pepper,Mauritius,MUS,Africa,0.0,75.3
Pepper,Mexico,MEX,North America,9800.0,14015.0
Pepper,Mongolia,MNG,Asia,0.0,46.0
Pepper,Montenegro,MNE,Europe,0.0,41.5
Pepper,Morocco,MAR,Africa,0.0,7585.1
Pepper,Mozambique,MOZ,Africa,0.0,34.1
Pepper,Myanmar,MMR,Asia,0.0,249.6
Pepper,Namibia,NAM,Africa,470.5,583.3
Pepper,Nauru,NRU,Oceania,0.0,1.3
Pepper,Nepal,NPL,Asia,0.0,319.2
Pepper,Netherlands (Kingdom of the),NLD,Europe,0.0,-510.4
Pepper,New Caledonia,NCL,Oceania,0.0,12.5
Pepper,New Zealand,NZL,Oceania,0.0,747.5
Pepper,Nicaragua,NIC,North America,0.0,107.0
Pepper,Niger,NER,Africa,3686.8,3704.5
Pepper,Nigeria,NGA,Africa,0.0,68.7
Pepper,Niue,NIU,Oceania,0.0,0.3
Pepper,North Macedonia,MKD,Europe,0.0,258.2
Pepper,Norway,NOR,Europe,0.0,525.8
Pepper,Oman,OMN,Asia,0.0,699.6
Pepper,Pakistan,PAK,Asia,0.0,13056.1
Pepper,Palestine,PSE,Asia,0.0,12.8
Pepper,Panama,PAN,North America,0.0,288.8
Pepper,Papua New Guinea,PNG,Oceania,0.0,14.2
Pepper,Paraguay,PRY,South America,0.0,96.5
Pepper,Peru,PER,South America,404.6,1598.9
Pepper,Philippines,PHL,Asia,889.9,7285.4
Pepper,Poland,POL,Europe,0.0,4742.7
Pepper,Portugal,PRT,Europe,0.0,682.2
Pepper,Qatar,QAT,Asia,0.0,655.2
Pepper,Republic of Korea,KOR,Asia,0.0,587.4
Pepper,Republic of Moldova,MDA,Europe,0.0,103.8
Pepper,Romania,ROU,Europe,0.0,1525.8
Pepper,Russian Federation,RUS,Europe,0.0,1227.2
Pepper,Rwanda,RWA,Africa,2820.1,2825.2
Pepper,Saint Kitts and Nevis,KNA,North America,0.0,0.2
Pepper,Saint Lucia,LCA,North America,11.0,2.3
Pepper,Saint Vincent and the Grenadines,VCT,North America,0.0,-16.9
Pepper,Samoa,WSM,Oceania,11.3,16.7
Pepper,Sao Tome and Principe,STP,Africa,0.0,1.2
Pepper,Saudi Arabia,SAU,Asia,0.0,7446.1
Pepper,Senegal,SEN,Africa,0.0,1213.4
Pepper,Serbia,SRB,Europe,0.0,264.9
Pepper,Seychelles,SYC,Africa,0.0,62.2
Pepper,Sierra Leone,SLE,Africa,0.0,0.5
Pepper,Singapore,SGP,Asia,0.0,1069.0
Pepper,Slovakia,SVK,Europe,0.0,148.6
Pepper,Slovenia,SVN,Europe,0.0,202.6
Pepper,Solomon Islands,SLB,Oceania,0.0,1.5
Pepper,Somalia,SOM,Africa,0.0,546.5
Pepper,South Africa,ZAF,Africa,0.0,2125.4
Pepper,South Sudan,SSD,Africa,0.0,92.9
Pepper,Spain,ESP,Europe,0.0,1597.3
Pepper,Sri Lanka,LKA,Asia,45166.0,30939.5
Pepper,Sudan,SDN,Africa,0.0,535.3
Pepper,Suriname,SUR,South America,0.0,24.2
Pepper,Sweden,SWE,Europe,0.0,1333.8
Pepper,Switzerland,CHE,Europe,0.0,800.8
Pepper,Syrian Arab Republic,SYR,Asia,0.0,261.2
Pepper,Tajikistan,TJK,Asia,23273.4,23485.2
Pepper,Thailand,THA,Asia,392.0,5980.0
Pepper,Timor-Leste,TLS,Asia,0.0,41.7
Pepper,Togo,TGO,Africa,0.0,705.5
Pepper,Tonga,TON,Oceania,0.0,0.3
Pepper,Trinidad and Tobago,TTO,North America,0.0,133.9
Pepper,Tunisia,TUN,Africa,0.0,308.2
Pepper,Türkiye,TUR,Asia,0.0,7051.3
Pepper,Turkmenistan,TKM,Asia,0.0,179.7
Pepper,Tuvalu,TUV,Oceania,0.0,0.0
Pepper,Uganda,UGA,Africa,2201.8,2104.8
Pepper,Ukraine,UKR,Europe,0.0,2361.3
Pepper,United Arab Emirates,ARE,Asia,0.0,266.8
Pepper,United Kingdom of Great Britain and Northern Ireland,GBR,Europe,0.0,10012.5
Pepper,United Republic of Tanzania,TZA,Africa,438.1,72.9
Pepper,United States of America,USA,North America,0.0,60325.5
Pepper,Uruguay,URY,South America,0.0,125.5
Pepper,Uzbekistan,UZB,Asia,210.0,1182.2
Pepper,Vanuatu,VUT,Oceania,1.7,4.3
Pepper,Venezuela (Bolivarian Republic of),VEN,South America,0.0,121.7
Pepper,Viet Nam,VNM,Asia,257427.1,107473.9
Pepper,Yemen,YEM,Asia,0.0,2844.3
Pepper,Zambia,ZMB,Africa,65.3,-1518.7
Pepper,Zimbabwe,ZWE,Africa,23123.5,22517.5
Vanilla,Afghanistan,AFG,Asia,0.0,0.5
Vanilla,Albania,ALB,Europe,0.0,0.1
Vanilla,Algeria,DZA,Africa,0.0,-7.8
Vanilla,Angola,AGO,Africa,0.0,2.8
Vanilla,Antigua and Barbuda,ATG,North America,0.0,1.9
Vanilla,Argentina,ARG,South America,0.0,0.8
Vanilla,Armenia,ARM,Asia,0.0,4.5
Vanilla,Australia,AUS,Oceania,0.0,-1.0
Vanilla,Austria,AUT,Europe,0.0,24.3
Vanilla,Azerbaijan,AZE,Asia,0.0,12.3
Vanilla,Bahamas,BHS,North America,0.0,13.0
Vanilla,Bahrain,BHR,Asia,0.0,6.2
Vanilla,Bangladesh,BGD,Asia,0.0,0.1
Vanilla,Barbados,BRB,North America,0.0,6.1
Vanilla,Belarus,BLR,Europe,0.0,0.0
Vanilla,Belgium,BEL,Europe,0.0,101.5
Vanilla,Belize,BLZ,North America,0.0,0.0
Vanilla,Benin,BEN,Africa,0.0,0.3
Vanilla,Bolivia (Plurinational State of),BOL,South America,0.0,0.0
Vanilla,Bosnia and Herzegovina,BIH,Europe,0.0,0.1
Vanilla,Botswana,BWA,Africa,0.0,0.1
Vanilla,Brazil,BRA,South America,0.0,1.9
Vanilla,Brunei Darussalam,BRN,Asia,0.0,16.9
Vanilla,Bulgaria,BGR,Europe,0.0,3.0
Vanilla,Burkina Faso,BFA,Africa,0.0,0.2
Vanilla,Cabo Verde,CPV,Africa,0.0,0.1
Vanilla,Cambodia,KHM,Asia,0.0,0.4
Vanilla,Cameroon,CMR,Africa,0.0,6.0
Vanilla,Canada,CAN,North America,0.0,9.9
Vanilla,Chad,TCD,Africa,0.0,0.0
Vanilla,Chile,CHL,South America,0.0,2.2
Vanilla,"China, Hong Kong SAR",HKG,Asia,0.0,1.9
Vanilla,"China, Macao SAR",MAC,Asia,0.0,3.1
Vanilla,"China, mainland",CHN,Asia,434.4,463.6
Vanilla,"China, Taiwan Province of",TWN,Asia,0.0,-0.1
Vanilla,Colombia,COL,South America,0.0,0.1
Vanilla,Comoros,COM,Africa,219.4,195.9
Vanilla,Congo,COG,Africa,0.0,0.0
Vanilla,Cook Islands,COK,Oceania,0.0,0.1
Vanilla,Costa Rica,CRI,North America,0.0,-0.4
Vanilla,Côte d'Ivoire,CIV,Africa,0.0,-4.0
Vanilla,Croatia,HRV,Europe,0.0,1.6
Vanilla,Cuba,CUB,North America,0.0,2.3
Vanilla,Cyprus,CYP,Europe,0.0,13.2
Vanilla,Czechia,CZE,Europe,0.0,-9.4
Vanilla,Democratic Republic of the Congo,COD,Africa,0.0,18.8
Vanilla,Denmark,DNK,Europe,0.0,95.9
Vanilla,Djibouti,DJI,Africa,0.0,0.1
Vanilla,Dominica,DMA,North America,0.0,0.0
Vanilla,Dominican Republic,DOM,North America,0.0,-195.4
Vanilla,Egypt,EGY,Africa,0.0,0.0
Vanilla,El Salvador,SLV,North America,0.0,0.0
Vanilla,Equatorial Guinea,GNQ,Africa,0.0,0.4
Vanilla,Estonia,EST,Europe,0.0,1.9
Vanilla,Eswatini,SWZ,Africa,0.0,0.5
Vanilla,Ethiopia,ETH,Africa,0.0,0.1
Vanilla,Faroe Islands,FRO,Europe,0.0,1.8
Vanilla,Fiji,FJI,Oceania,0.0,1.8
Vanilla,Finland,FIN,Europe,0.0,5.2
Vanilla,France,FRA,Europe,0.0,488.2
Vanilla,French Polynesia,PYF,Oceania,7.8,-2.5
Vanilla,Gabon,GAB,Africa,0.0,8.0
Vanilla,Georgia,GEO,Asia,0.0,3.2
Vanilla,Germany,DEU,Europe,0.0,205.8
Vanilla,Ghana,GHA,Africa,0.0,1.1
Vanilla,Greece,GRC,Europe,0.0,1.9
Vanilla,Grenada,GRD,North America,0.0,0.2
Vanilla,Guatemala,GTM,North America,0.0,1.6
Vanilla,Guinea,GIN,Africa,0.0,0.1
Vanilla,Haiti,HTI,North America,0.0,4.2
Vanilla,Honduras,HND,North America,0.0,0.1
Vanilla,Hungary,HUN,Europe,0.0,3.5
Vanilla,Iceland,ISL,Europe,0.0,1.3
Vanilla,India,IND,Asia,0.0,25.4
Vanilla,Indonesia,IDN,Asia,1832.8,1739.3
Vanilla,Iran (Islamic Republic of),IRN,Asia,0.0,-0.4
Vanilla,Iraq,IRQ,Asia,0.0,2.2
Vanilla,Ireland,IRL,Europe,0.0,9.6
Vanilla,Israel,ISR,Asia,0.0,-24.3
Vanilla,Italy,ITA,Europe,0.0,120.6
Vanilla,Jamaica,JAM,North America,0.0,-5.7
Vanilla,Japan,JPN,Asia,0.0,50.8
Vanilla,Jordan,JOR,Asia,0.0,-23.8
Vanilla,Kazakhstan,KAZ,Asia,0.0,5.1
Vanilla,Kenya,KEN,Africa,15.4,14.2
Vanilla,Kiribati,KIR,Oceania,0.0,6.3
Vanilla,Kuwait,KWT,Asia,0.0,100.7
Vanilla,Kyrgyzstan,KGZ,Asia,0.0,1.4
Vanilla,Lao People's Democratic Republic,LAO,Asia,0.0,0.5
Vanilla,Latvia,LVA,Europe,0.0,2.1
Vanilla,Lebanon,LBN,Asia,0.0,55.3
Vanilla,Lesotho,LSO,Africa,0.0,0.0
Vanilla,Liberia,LBR,Africa,0.0,0.4
Vanilla,Libya,LBY,Africa,0.0,0.1
Vanilla,Lithuania,LTU,Europe,0.0,1.0
Vanilla,Luxembourg,LUX,Europe,0.0,3.9
Vanilla,Madagascar,MDG,Africa,3113.6,1750.2
Vanilla,Malawi,MWI,Africa,19.9,22.5
Vanilla,Malaysia,MYS,Asia,0.0,6.4
Vanilla,Malta,MLT,Europe,0.0,0.6
Vanilla,Mauritius,MUS,Africa,0.0,58.1
Vanilla,Mongolia,MNG,Asia,0.0,0.0
Vanilla,Montenegro,MNE,Europe,0.0,0.1
Vanilla,Morocco,MAR,Africa,0.0,2.2
Vanilla,Mozambique,MOZ,Africa,0.0,3.8
Vanilla,Namibia,NAM,Africa,0.0,-6.9
Vanilla,Nepal,NPL,Asia,0.0,0.0
Vanilla,Netherlands (Kingdom of the),NLD,Europe,0.0,42.0
Vanilla,New Caledonia,NCL,Oceania,0.0,-0.3
Vanilla,New Zealand,NZL,Oceania,0.0,-18.8
Vanilla,Niger,NER,Africa,0.0,16.7
Vanilla,Nigeria,NGA,Africa,0.0,-14.8
Vanilla,North Macedonia,MKD,Europe,0.0,0.0
Vanilla,Norway,NOR,Europe,0.0,5.3
Vanilla,Oman,OMN,Asia,0.0,41.4
Vanilla,Palestine,PSE,Asia,0.0,0.0
Vanilla,Papua New Guinea,PNG,Oceania,491.3,356.7
Vanilla,Paraguay,PRY,South America,0.0,0.0
Vanilla,Peru,PER,South America,0.0,-1.4
Vanilla,Philippines,PHL,Asia,0.0,18.5
Vanilla,Poland,POL,Europe,0.0,23.3
Vanilla,Portugal,PRT,Europe,0.0,7.3
Vanilla,Qatar,QAT,Asia,0.0,11.3
Vanilla,Republic of Korea,KOR,Asia,0.0,21.4
Vanilla,Republic of Moldova,MDA,Europe,0.0,0.2
Vanilla,Romania,ROU,Europe,0.0,17.8
Vanilla,Russian Federation,RUS,Europe,0.0,4.1
Vanilla,Rwanda,RWA,Africa,0.0,0.6
Vanilla,Saint Lucia,LCA,North America,0.0,0.1
Vanilla,Saint Vincent and the Grenadines,VCT,North America,0.0,0.0
Vanilla,Samoa,WSM,Oceania,0.0,0.0
Vanilla,Sao Tome and Principe,STP,Africa,0.0,-0.7
Vanilla,Saudi Arabia,SAU,Asia,0.0,-206.7
Vanilla,Senegal,SEN,Africa,0.0,0.1
Vanilla,Serbia,SRB,Europe,0.0,0.3
Vanilla,Seychelles,SYC,Africa,0.0,1.6
Vanilla,Sierra Leone,SLE,Africa,0.0,0.0
Vanilla,Singapore,SGP,Asia,0.0,18.9
Vanilla,Slovakia,SVK,Europe,0.0,2.0
Vanilla,Slovenia,SVN,Europe,0.0,3.7
Vanilla,Somalia,SOM,Africa,0.0,0.2
Vanilla,South Africa,ZAF,Africa,0.0,-5.0
Vanilla,Spain,ESP,Europe,0.0,-69.3
Vanilla,Sri Lanka,LKA,Asia,0.0,-5.0
Vanilla,Sudan,SDN,Africa,0.0,32.5
Vanilla,Sweden,SWE,Europe,0.0,57.5
Vanilla,Switzerland,CHE,Europe,0.0,48.1
Vanilla,Syrian Arab Republic,SYR,Asia,0.0,552.6
Vanilla,Tajikistan,TJK,Asia,0.0,1.5
Vanilla,Thailand,THA,Asia,0.0,-109.3
Vanilla,Timor-Leste,TLS,Asia,0.0,-7.5
Vanilla,Tonga,TON,Oceania,196.0,195.5
Vanilla,Trinidad and Tobago,TTO,North America,0.0,1.3
Vanilla,Tunisia,TUN,Africa,0.0,4.7
Vanilla,Türkiye,TUR,Asia,396.6,-194.9
Vanilla,Turkmenistan,TKM,Asia,0.0,0.4
Vanilla,Uganda,UGA,Africa,184.5,-186.0
Vanilla,Ukraine,UKR,Europe,0.0,0.1
Vanilla,United Arab Emirates,ARE,Asia,0.0,157.4
Vanilla,United Kingdom of Great Britain and Northern Ireland,GBR,Europe,0.0,20.8
Vanilla,United Republic of Tanzania,TZA,Africa,0.0,-0.6
Vanilla,United States of America,USA,North America,0.0,949.7
Vanilla,Uruguay,URY,South America,0.0,0.1
Vanilla,Uzbekistan,UZB,Asia,0.0,0.1
Vanilla,Viet Nam,VNM,Asia,0.0,-1.9
Vanilla,Yemen,YEM,Asia,0.0,0.5
Vanilla,Zimbabwe,ZWE,Africa,9.9,10.0
